zip,rent,sqm_rent,living_space,offer_year,const_year,flattype,interior_qual
12555,746.13,10.5,71.06,2019,1995,apartment,normal
10707,2950.0,15.775401069518717,187.0,2019,1907,roof_storey,luxury
12309,447.27,7.1966210780370075,62.15,2019,1977,apartment,sophisticated
10963,1197.91,14.260833333333334,84.0,2018,1991,apartment,sophisticated
10711,1200.0,18.3206106870229,65.5,2019,2018,apartment,sophisticated
12555,775.0,12.994634473507713,59.64,2019,1905,apartment,sophisticated
13403,699.0,9.708333333333334,72.0,2019,1992,apartment,normal
10115,1624.83,15.009976905311778,108.25,2019,2016,apartment,sophisticated
12309,419.0,9.976190476190476,42.0,2019,1978,apartment,normal
12307,665.0,11.49922185716756,57.83,2018,1900,apartment,sophisticated
12163,1190.0,10.818181818181818,110.0,2018,1906,apartment,sophisticated
10115,1157.0,18.98900377482357,60.93,2019,2001,apartment,normal
10405,1261.07,14.500057491088882,86.97,2019,1870,apartment,sophisticated
10247,1300.0,14.285714285714286,91.0,2019,1890,apartment,sophisticated
10245,1060.4,14.589983489268024,72.68,2019,1910,apartment,sophisticated
13359,899.0,9.965635738831615,90.21,2019,1929,apartment,normal
10715,1099.0,16.907692307692308,65.0,2019,1910,apartment,sophisticated
10781,1716.0,17.006937561942518,100.9,2019,1960,apartment,normal
10117,2065.5,17.0,121.5,2019,1996,apartment,sophisticated
13051,950.0,9.693877551020408,98.0,2019,1985,apartment,normal
12557,608.42,11.32998137802607,53.7,2019,2016,apartment,sophisticated
10119,1553.0,19.997424671645636,77.66,2018,2007,apartment,sophisticated
10243,1406.68,23.000000000000004,61.16,2018,2018,apartment,sophisticated
14169,1750.0,10.198135198135198,171.6,2018,1924,apartment,sophisticated
12349,1388.0,12.618181818181819,110.0,2019,1910,terraced_flat,sophisticated
10365,610.2,11.3,54.0,2018,2018,apartment,sophisticated
13355,561.0,27.365853658536587,20.5,2019,2017,apartment,sophisticated
10585,754.0,12.002546959567017,62.82,2019,1904,apartment,sophisticated
10963,2395.0,18.007518796992482,133.0,2018,2017,penthouse,luxury
12305,1249.0,14.180290644868302,88.08,2019,2019,roof_storey,sophisticated
12587,616.0,9.005847953216373,68.4,2019,1904,apartment,normal
13507,500.0,10.967317394165386,45.59,2019,1900,apartment,normal
10555,650.0,12.5,52.0,2019,1960,apartment,normal
10969,978.0,13.99742378703306,69.87,2019,1968,apartment,normal
10785,1200.0,21.818181818181817,55.0,2019,2015,apartment,sophisticated
12049,1909.46,14.000000000000002,136.39,2018,1907,apartment,sophisticated
10559,546.0,10.92,50.0,2019,1885,apartment,normal
12683,928.0,12.54054054054054,74.0,2019,2019,apartment,sophisticated
13055,710.0,9.504685408299865,74.7,2019,1996,apartment,sophisticated
12055,663.0,9.498567335243553,69.8,2019,1909,apartment,normal
12101,2156.0,9.8,220.0,2018,1923,apartment,simple
10709,1000.0,16.949152542372882,59.0,2019,1959,apartment,sophisticated
10245,1790.0,29.833333333333332,60.0,2018,2015,apartment,sophisticated
10551,1485.0,18.620689655172413,79.75,2018,2018,apartment,sophisticated
12203,490.0,8.82088208820882,55.55,2019,1974,apartment,normal
13597,695.0,11.038754764930115,62.96,2018,1900,apartment,sophisticated
12459,470.0,12.017386857581181,39.11,2019,1936,apartment,normal
14167,1172.0,12.836801752464403,91.3,2019,2011,apartment,sophisticated
12169,1099.0,12.999763425597349,84.54,2019,2017,apartment,sophisticated
10999,1957.5,14.5,135.0,2018,1905,apartment,luxury
10115,1965.2,17.0,115.6,2019,2013,apartment,luxury
12559,749.0,10.26027397260274,73.0,2019,1997,apartment,normal
10963,1911.42,14.0,136.53,2019,1988,maisonette,normal
10707,840.0,13.513513513513514,62.16,2018,1926,apartment,normal
12621,1233.26,14.014318181818181,88.0,2019,1919,apartment,sophisticated
14059,1350.0,12.857142857142858,105.0,2019,1900,apartment,sophisticated
10967,1031.4,18.000000000000004,57.3,2019,1900,ground_floor,normal
10965,599.0,29.95,20.0,2019,2018,apartment,sophisticated
12205,931.0,12.496644295302014,74.5,2018,1908,apartment,normal
12309,719.0,8.170454545454545,88.0,2018,1977,apartment,normal
10405,1950.66,18.0,108.37,2019,1914,apartment,sophisticated
10439,1378.68,12.0,114.89,2018,1904,apartment,normal
10785,1215.0,21.00622406639004,57.84,2019,2019,apartment,sophisticated
10629,1800.0,21.176470588235293,85.0,2019,1903,apartment,sophisticated
10557,1899.0,27.926470588235293,68.0,2018,2017,apartment,sophisticated
10115,1961.46,17.0,115.38,2018,2013,apartment,luxury
10629,2750.0,20.180523959785717,136.27,2019,1918,apartment,luxury
12347,790.0,10.0,79.0,2019,1910,apartment,normal
13359,549.0,12.477272727272727,44.0,2018,1900,apartment,normal
13127,1100.0,12.790697674418604,86.0,2019,2019,apartment,sophisticated
13469,349.0,8.512195121951219,41.0,2019,1968,apartment,normal
12207,387.45,10.310005321979776,37.58,2019,1957,apartment,normal
10115,1499.0,26.437389770723104,56.7,2019,2016,apartment,sophisticated
13125,548.85,8.69672001267628,63.11,2019,1998,roof_storey,normal
13469,449.0,6.81128640776699,65.92,2019,1968,apartment,normal
13088,953.69,11.2969675432362,84.42,2019,1900,apartment,sophisticated
10247,1543.83,18.500059916117433,83.45,2019,2019,apartment,sophisticated
10587,659.0,11.725978647686832,56.2,2019,1920,apartment,sophisticated
10785,2098.0,18.499250507009965,113.41,2018,2018,apartment,luxury
10719,2999.95,24.79297520661157,121.0,2019,1906,apartment,luxury
12059,880.75,13.0,67.75,2018,1900,apartment,normal
13407,950.0,11.875,80.0,2018,1929,maisonette,sophisticated
12487,570.0,10.0,57.0,2019,1920,apartment,normal
12207,733.49,9.912027027027028,74.0,2019,2014,roof_storey,sophisticated
10711,1639.84,16.076862745098037,102.0,2019,2017,apartment,sophisticated
10551,669.0,11.15,60.0,2019,1918,apartment,normal
12524,1313.3,9.999999999999998,131.33,2019,1912,apartment,normal
12169,1335.0,9.815454745974561,136.01,2019,1910,roof_storey,sophisticated
10781,1492.74,19.641315789473683,76.0,2019,2019,roof_storey,sophisticated
12165,474.0,16.995338831122265,27.89,2018,1920,apartment,sophisticated
13469,499.0,6.930555555555555,72.0,2019,1967,apartment,normal
10117,950.0,19.387755102040817,49.0,2019,2016,apartment,sophisticated
10551,1320.0,11.0,120.0,2019,1905,roof_storey,normal
10715,830.0,18.03171844449272,46.03,2019,1960,apartment,sophisticated
10825,720.0,16.74418604651163,43.0,2019,1956,ground_floor,sophisticated
12167,503.87,8.788941217512646,57.33,2019,1900,apartment,simple
12059,1400.0,14.43298969072165,97.0,2019,1904,apartment,sophisticated
10711,1798.0,20.431818181818183,88.0,2019,2018,apartment,sophisticated
10777,1876.0,14.0,134.0,2019,1973,maisonette,normal
10179,1130.0,17.65073414557951,64.02,2018,2019,apartment,sophisticated
14129,1200.0,11.428571428571429,105.0,2018,1914,ground_floor,sophisticated
13587,469.1,9.17106549364614,51.15,2019,1994,apartment,normal
10711,1100.0,16.666666666666668,66.0,2019,2000,apartment,sophisticated
10435,1046.0,16.997075073123174,61.54,2019,1917,apartment,sophisticated
12099,840.0,7.5,112.0,2019,1971,apartment,sophisticated
10115,1393.92,19.8,70.4,2018,2016,apartment,sophisticated
13593,417.0,6.619047619047619,63.0,2018,1971,apartment,normal
14059,750.0,15.957446808510639,47.0,2019,1902,apartment,sophisticated
12489,699.0,20.47451669595782,34.14,2019,2016,other,sophisticated
12347,774.21,11.290797724952604,68.57,2018,1928,apartment,sophisticated
12277,1249.0,14.238486092111263,87.72,2018,2018,apartment,sophisticated
10557,1103.3,16.999999999999996,64.9,2019,1964,apartment,sophisticated
12555,782.18,10.299973663418488,75.94,2018,1980,apartment,normal
12347,850.0,8.947368421052632,95.0,2018,1919,roof_storey,sophisticated
10115,1100.0,14.666666666666666,75.0,2018,2003,apartment,luxury
10715,540.0,22.51876563803169,23.98,2019,2018,apartment,sophisticated
10707,1075.25,11.0,97.75,2019,1991,apartment,sophisticated
14193,585.0,14.625,40.0,2019,2018,ground_floor,luxury
13509,845.0,9.941176470588236,85.0,2019,1914,apartment,sophisticated
10827,440.0,12.222222222222221,36.0,2019,1910,apartment,sophisticated
12559,770.0,9.058823529411764,85.0,2019,1997,ground_floor,normal
12051,993.6,16.025806451612905,62.0,2019,2018,ground_floor,sophisticated
14059,1230.0,17.815758980301272,69.04,2019,2019,apartment,sophisticated
12045,939.0,9.98936170212766,94.0,2019,1903,apartment,sophisticated
12279,734.62,11.5,63.88,2018,1990,apartment,normal
12249,1099.0,8.720837962228218,126.02,2018,1993,maisonette,sophisticated
10245,1435.0,16.04427549194991,89.44,2019,1900,roof_storey,sophisticated
12459,600.0,11.029411764705882,54.4,2019,1907,apartment,normal
10119,1621.0,13.508333333333333,120.0,2019,2004,apartment,sophisticated
10435,2390.0,15.544715447154472,153.75,2019,1910,roof_storey,luxury
10557,1900.78,17.25002268808422,110.19,2019,2019,ground_floor,sophisticated
10553,822.0,12.0,68.5,2019,1993,apartment,normal
12209,560.0,10.87378640776699,51.5,2019,1971,apartment,normal
13585,600.0,9.80872976949485,61.17,2019,1910,ground_floor,normal
13409,1200.0,10.252904989747094,117.04,2019,1910,apartment,normal
10245,923.53,6.70001450957632,137.84,2019,1900,apartment,normal
10719,3500.0,22.875816993464053,153.0,2019,2012,penthouse,luxury
10829,1999.0,19.422852701127088,102.92,2019,1900,roof_storey,sophisticated
14193,1790.45,18.099979781641732,98.92,2019,2019,ground_floor,sophisticated
14199,1100.0,12.5,88.0,2019,1930,raised_ground_floor,normal
10117,1798.0,15.5,116.0,2019,2011,apartment,luxury
10553,760.0,18.160095579450417,41.85,2019,1900,apartment,sophisticated
12587,2135.0,17.357723577235774,123.0,2019,2019,ground_floor,luxury
10249,1700.0,17.0,100.0,2019,1918,ground_floor,sophisticated
13125,736.85,8.545169894468282,86.23,2018,1998,roof_storey,normal
13469,549.0,7.223684210526316,76.0,2019,1967,apartment,normal
10711,1065.0,17.60330578512397,60.5,2019,1900,ground_floor,luxury
14195,926.29,15.40991515554816,60.11,2019,2019,ground_floor,luxury
12683,600.0,10.526315789473685,57.0,2019,1910,raised_ground_floor,normal
10785,2700.0,19.708029197080293,137.0,2019,2006,apartment,luxury
12051,582.0,8.492630964541076,68.53,2018,1984,roof_storey,normal
13051,492.88,5.700011564704522,86.47,2019,1986,apartment,normal
13051,318.45,6.006224066390041,53.02,2018,1986,apartment,normal
13086,639.0,10.65,60.0,2019,1900,ground_floor,normal
10557,1427.15,17.400024384296515,82.02,2019,2019,ground_floor,sophisticated
13465,500.0,9.615384615384615,52.0,2019,1967,apartment,sophisticated
10627,1991.23,14.470096649952763,137.61,2018,2015,apartment,sophisticated
13127,900.0,9.317734755150637,96.59,2019,1998,apartment,normal
10709,975.0,12.5,78.0,2019,1991,roof_storey,normal
13086,1278.0,15.14218009478673,84.4,2019,1920,ground_floor,sophisticated
10585,1811.0,12.753521126760564,142.0,2019,1906,apartment,sophisticated
12555,1909.5,12.162420382165605,157.0,2018,1997,penthouse,luxury
13505,1434.6,7.399803992366018,193.87,2019,1996,apartment,normal
13353,754.3,16.76222222222222,45.0,2019,2017,apartment,sophisticated
12305,790.0,11.44927536231884,69.0,2019,2003,roof_storey,sophisticated
10589,1310.0,13.789473684210526,95.0,2019,1918,apartment,sophisticated
10557,1811.45,18.10001998401279,100.08,2019,2019,apartment,sophisticated
12527,960.46,12.750033187309175,75.33,2019,2019,raised_ground_floor,sophisticated
12557,810.0,11.08829568788501,73.05,2019,2018,apartment,sophisticated
12307,2500.0,13.812154696132596,181.0,2019,1911,roof_storey,luxury
10557,1565.25,18.75,83.48,2019,2019,apartment,sophisticated
13629,1480.0,14.8,100.0,2019,1930,terraced_flat,sophisticated
14193,3700.0,18.5,200.0,2019,1930,terraced_flat,luxury
12051,1604.26,13.950086956521739,115.0,2019,1911,apartment,sophisticated
10785,1110.0,19.473684210526315,57.0,2019,2019,apartment,sophisticated
12459,800.0,11.267605633802816,71.0,2019,1907,roof_storey,sophisticated
12555,778.0,11.100014267370524,70.09,2019,1999,apartment,normal
13086,1025.0,12.89308176100629,79.5,2018,1913,apartment,sophisticated
10179,1780.0,19.77777777777778,90.0,2019,2017,apartment,luxury
12527,600.0,10.0,60.0,2019,1925,ground_floor,sophisticated
10179,1699.0,18.01123714618891,94.33,2019,1864,apartment,sophisticated
12557,1012.07,10.800021342439441,93.71,2019,2018,apartment,sophisticated
12621,420.0,11.052631578947368,38.0,2019,1986,apartment,sophisticated
13407,560.0,13.374731311201339,41.87,2019,1959,apartment,sophisticated
10317,1734.0,13.105585367697074,132.31,2019,2014,ground_floor,sophisticated
10115,1963.16,16.985291572936497,115.58,2018,2013,apartment,luxury
10247,1015.0,18.82418397626113,53.92,2018,1910,apartment,sophisticated
12357,865.0,10.679012345679013,81.0,2018,1995,apartment,normal
13407,1444.0,11.997341309405119,120.36,2019,1910,apartment,normal
10245,1400.0,14.43298969072165,97.0,2019,2012,apartment,sophisticated
13407,925.0,12.71128212175347,72.77,2019,1959,apartment,sophisticated
13629,639.0,10.830508474576272,59.0,2019,1933,apartment,normal
12489,665.0,19.558823529411764,34.0,2018,2018,loft,luxury
10585,2400.0,14.135940629049358,169.78,2019,2018,maisonette,sophisticated
10115,1994.1,17.0,117.3,2019,1914,apartment,luxury
10178,1919.0,18.998118998118997,101.01,2019,2017,apartment,luxury
10115,1292.0,17.0,76.0,2018,2018,ground_floor,luxury
13055,536.84,9.129931972789116,58.8,2018,1996,apartment,normal
10787,790.0,17.954545454545453,44.0,2019,1954,apartment,normal
13359,749.0,10.274348422496569,72.9,2019,1900,apartment,normal
10179,3500.0,17.057361469857206,205.19,2019,1900,apartment,luxury
10785,1330.0,18.26923076923077,72.8,2018,1999,other,sophisticated
12277,825.0,14.740039306771486,55.97,2018,2018,apartment,sophisticated
10557,1707.53,17.849989546309846,95.66,2019,2019,apartment,sophisticated
10247,1962.38,12.500031849162367,156.99,2018,1900,roof_storey,sophisticated
12629,412.5,7.5,55.0,2019,1990,apartment,sophisticated
12629,611.83,8.5,71.98,2018,1989,apartment,sophisticated
13349,711.0,13.415094339622641,53.0,2019,1960,raised_ground_floor,sophisticated
12045,696.0,10.521541950113377,66.15,2018,1900,ground_floor,sophisticated
14055,1599.0,7.955223880597015,201.0,2019,1969,apartment,sophisticated
10709,1834.11,14.500039528816506,126.49,2019,1980,apartment,sophisticated
12103,749.0,9.855263157894736,76.0,2019,1975,apartment,normal
13403,1299.0,13.07630360378498,99.34,2018,2018,roof_storey,sophisticated
10405,1200.0,19.4900113691733,61.57,2019,1999,apartment,luxury
13189,873.47,13.0,67.19,2018,1900,apartment,normal
10243,2196.96,17.16375,128.0,2019,1905,apartment,sophisticated
13467,495.0,12.692307692307692,39.0,2019,1919,ground_floor,normal
13507,793.53,13.449661016949152,59.0,2019,1992,apartment,normal
13086,740.0,14.149139579349905,52.3,2019,2019,apartment,sophisticated
14055,1425.0,12.954545454545455,110.0,2019,1971,apartment,sophisticated
12683,775.0,12.5,62.0,2019,2019,terraced_flat,sophisticated
10711,2000.0,15.873015873015873,126.0,2018,1906,apartment,sophisticated
10585,1200.0,20.689655172413794,58.0,2019,2016,terraced_flat,luxury
10115,2152.33,17.500040653711682,122.99,2018,2013,roof_storey,luxury
13357,500.0,23.80952380952381,21.0,2019,2018,apartment,sophisticated
12555,816.0,12.0,68.0,2019,1997,ground_floor,sophisticated
10315,399.0,15.346153846153847,26.0,2019,1964,apartment,sophisticated
10825,3245.0,13.137651821862349,247.0,2018,1909,apartment,sophisticated
10245,1268.48,16.0,79.28,2019,1900,ground_floor,normal
12683,1099.0,13.85876418663304,79.3,2019,2019,terraced_flat,sophisticated
12623,660.0,8.85549443177244,74.53,2019,1998,roof_storey,normal
10247,1544.4,13.750000000000002,112.32,2019,2019,apartment,luxury
10557,548.99,13.140019147917664,41.78,2019,1975,apartment,sophisticated
13086,613.41,11.499999999999998,53.34,2018,1900,apartment,normal
10435,1679.0,18.18280268572666,92.34,2019,1900,apartment,sophisticated
13187,995.0,14.424470861119165,68.98,2018,1910,apartment,sophisticated
12623,445.0,8.557692307692308,52.0,2018,2005,ground_floor,normal
13086,2128.0,16.0,133.0,2019,2018,penthouse,sophisticated
10115,1133.05,16.999999999999996,66.65,2019,1914,apartment,sophisticated
13156,940.0,11.545074920167036,81.42,2019,1996,other,sophisticated
14059,1904.0,17.0,112.0,2019,2019,apartment,sophisticated
10247,555.0,14.540214828399266,38.17,2019,1910,other,sophisticated
10961,749.0,13.87037037037037,54.0,2019,1910,apartment,normal
13593,606.35,6.890340909090909,88.0,2019,1977,apartment,normal
10627,2300.0,10.0,230.0,2019,1890,apartment,sophisticated
13055,806.86,9.55995260663507,84.4,2019,1998,apartment,normal
12247,537.5,9.86962908556739,54.46,2019,1996,ground_floor,sophisticated
12359,449.48,7.500083430669115,59.93,2019,1975,apartment,normal
10315,659.0,10.547375160051217,62.48,2019,2017,apartment,sophisticated
13469,537.0,6.244186046511628,86.0,2018,1968,apartment,normal
13189,688.0,9.30106800054076,73.97,2019,1997,apartment,normal
10967,1500.0,12.396694214876034,121.0,2019,1905,apartment,normal
12009,1637.7,10.264493889062988,159.55,2019,1908,apartment,sophisticated
12051,1010.7,18.0,56.15,2019,2019,ground_floor,sophisticated
12487,1590.0,13.474576271186441,118.0,2019,1896,ground_floor,luxury
10117,1950.0,16.25,120.0,2018,2008,apartment,sophisticated
10557,847.0,11.0,77.0,2018,1905,apartment,normal
12489,625.0,10.0,62.5,2019,1909,apartment,sophisticated
10117,4242.23,19.500022983222244,217.55,2018,2008,apartment,sophisticated
10783,1195.0,16.59722222222222,72.0,2018,2018,apartment,sophisticated
10707,1078.0,12.910179640718562,83.5,2019,2014,other,sophisticated
10437,558.0,15.5,36.0,2018,1906,apartment,sophisticated
10245,1906.38,21.0,90.78,2018,2018,roof_storey,luxury
10439,1440.0,18.0,80.0,2019,2018,roof_storey,sophisticated
12439,949.2,12.000000000000002,79.1,2019,1913,raised_ground_floor,sophisticated
10827,1118.0,13.0,86.0,2019,1900,apartment,normal
14167,639.0,11.492805755395683,55.6,2019,1939,apartment,sophisticated
10245,755.65,17.0,44.45,2018,1900,apartment,normal
12437,750.0,12.295081967213115,61.0,2018,1900,apartment,normal
14195,430.0,19.944341372912803,21.56,2019,2011,apartment,sophisticated
10711,1610.0,14.0,115.0,2018,1900,apartment,normal
10787,950.0,17.272727272727273,55.0,2019,1977,roof_storey,luxury
12487,671.0,12.906328140026927,51.99,2019,1952,ground_floor,sophisticated
12683,907.0,13.088023088023089,69.3,2019,2019,apartment,sophisticated
13347,693.84,7.190051813471503,96.5,2018,1981,apartment,normal
10115,2243.66,17.0,131.98,2018,2013,apartment,luxury
10243,1169.28,16.0,73.08,2019,1900,apartment,normal
10709,2200.0,12.865497076023392,171.0,2019,2000,maisonette,sophisticated
12555,285.0,8.90625,32.0,2019,1901,apartment,normal
12689,1110.0,10.0,111.0,2019,2019,roof_storey,normal
10318,1090.0,11.01010101010101,99.0,2019,1910,apartment,sophisticated
12689,714.0,10.2,70.0,2019,2019,apartment,normal
13469,559.0,7.075949367088608,79.0,2019,1966,apartment,normal
10179,1260.25,12.5,100.82,2019,1900,apartment,normal
10179,1448.0,18.509523200818098,78.23,2019,2018,ground_floor,luxury
10715,530.0,22.250209907640638,23.82,2019,2018,apartment,sophisticated
10711,1450.0,17.058823529411764,85.0,2018,1902,apartment,luxury
13158,670.6,10.0,67.06,2019,1994,apartment,normal
13189,999.0,9.921541364584368,100.69,2019,1900,apartment,normal
10115,1659.24,16.5,100.56,2018,2017,apartment,sophisticated
10785,1900.0,19.122383252818036,99.36,2018,2016,apartment,luxury
10115,1895.76,18.0,105.32,2018,2018,apartment,sophisticated
12055,1370.0,10.0,137.0,2018,1912,roof_storey,sophisticated
10589,1299.0,12.027777777777779,108.0,2019,1900,apartment,normal
10243,1199.99,18.4500307503075,65.04,2019,1905,apartment,sophisticated
12161,1150.0,12.365591397849462,93.0,2019,1914,apartment,normal
12555,718.83,10.500000000000002,68.46,2019,1930,roof_storey,sophisticated
13467,961.0,10.996681542510585,87.39,2019,1895,maisonette,sophisticated
12207,2480.0,13.69333554193584,181.11,2019,2019,roof_storey,luxury
12247,1350.0,13.38754462514875,100.84,2019,2019,ground_floor,sophisticated
13409,760.0,13.10344827586207,58.0,2019,1968,apartment,normal
13629,990.0,8.63121185701831,114.7,2019,1910,roof_storey,normal
14195,1150.0,11.5,100.0,2018,1977,apartment,sophisticated
12534,935.0,11.971830985915494,78.1,2018,2018,apartment,sophisticated
12047,2195.0,17.56,125.0,2019,2018,apartment,luxury
14197,1150.0,12.516325642141926,91.88,2018,1990,apartment,normal
10249,1032.62,10.780039670111702,95.79,2019,1902,apartment,normal
12167,570.0,10.600706713780918,53.77,2018,1958,apartment,normal
10787,1821.33,17.548222372097502,103.79,2019,2018,apartment,sophisticated
10115,1866.26,17.0,109.78,2019,2013,apartment,luxury
12203,1708.0,10.878980891719745,157.0,2018,1993,apartment,sophisticated
12489,552.24,9.0,61.36,2019,1915,apartment,normal
10585,2136.76,12.90002414875634,165.64,2019,2018,maisonette,sophisticated
10825,2340.16,17.75,131.84,2019,2019,apartment,sophisticated
10777,2669.0,20.01199670090725,133.37,2019,2019,roof_storey,luxury
12683,850.0,13.791984423170533,61.63,2019,2019,ground_floor,sophisticated
12629,327.75,8.640917479567625,37.93,2019,1989,apartment,normal
10407,1300.0,21.666666666666668,60.0,2019,1996,terraced_flat,sophisticated
13353,760.0,9.503563836438664,79.97,2018,1900,apartment,normal
13359,499.0,12.224399804017638,40.82,2019,1970,apartment,normal
12349,500.94,9.500094822681586,52.73,2019,1996,apartment,normal
13089,499.0,11.013021408077687,45.31,2019,1997,roof_storey,normal
10178,4400.0,25.216344776204938,174.49,2019,2007,penthouse,luxury
10707,1960.0,22.658959537572255,86.5,2019,2015,apartment,luxury
10825,2253.01,17.0,132.53,2019,2019,apartment,sophisticated
12559,735.0,10.068493150684931,73.0,2019,1997,apartment,normal
10249,830.0,12.551035838499926,66.13,2019,1905,apartment,normal
10115,2210.25,17.5,126.3,2019,1914,roof_storey,luxury
13156,816.16,11.50007045230379,70.97,2018,1997,roof_storey,sophisticated
12247,1155.57,13.0,88.89,2019,1965,apartment,luxury
12623,725.0,10.82089552238806,67.0,2019,1997,roof_storey,sophisticated
12279,819.0,12.69767441860465,64.5,2019,1970,apartment,sophisticated
10587,549.0,12.960339943342776,42.36,2019,1892,ground_floor,normal
12489,1300.0,17.105263157894736,76.0,2019,1929,maisonette,sophisticated
10115,1806.3,13.92997609315956,129.67,2019,2004,apartment,sophisticated
10717,1395.02,18.700000000000003,74.6,2019,2017,apartment,sophisticated
10117,1140.0,15.405405405405405,74.0,2019,2014,apartment,sophisticated
10247,1550.0,14.563562905195903,106.43,2019,2015,apartment,sophisticated
13125,616.28,8.441035474592521,73.01,2018,1998,apartment,normal
10997,1620.0,24.923076923076923,65.0,2019,1910,apartment,luxury
10243,1345.52,22.0,61.16,2018,2018,apartment,sophisticated
10249,950.0,16.964285714285715,56.0,2019,1900,apartment,sophisticated
12051,1530.0,18.0,85.0,2019,2019,ground_floor,sophisticated
12526,1107.0,9.0,123.0,2019,1995,ground_floor,normal
10623,2938.35,12.87000131400289,228.31,2019,1895,roof_storey,sophisticated
12309,449.0,10.44186046511628,43.0,2019,1976,apartment,normal
12347,850.0,11.971830985915492,71.0,2018,1914,terraced_flat,sophisticated
12459,570.0,9.047619047619047,63.0,2018,1904,roof_storey,sophisticated
12207,533.31,10.070052870090633,52.96,2019,1990,maisonette,normal
14109,900.0,13.846153846153847,65.0,2019,1930,apartment,sophisticated
10179,2499.0,15.878764773160503,157.38,2019,1918,maisonette,sophisticated
13349,850.0,11.03896103896104,77.0,2019,1906,roof_storey,normal
12051,1519.0,10.928057553956835,139.0,2019,1898,apartment,sophisticated
12524,638.0,8.506666666666666,75.0,2019,1996,apartment,normal
10551,929.0,11.19277108433735,83.0,2019,1918,apartment,normal
12587,1100.0,11.34020618556701,97.0,2019,1903,other,sophisticated
13593,649.0,8.215189873417721,79.0,2019,1966,ground_floor,normal
12307,540.0,9.0,60.0,2019,1968,roof_storey,normal
10243,2332.8,12.0,194.4,2019,1907,roof_storey,sophisticated
13583,460.0,13.93939393939394,33.0,2019,1936,apartment,sophisticated
10719,1257.3,14.500057663475955,86.71,2019,1992,apartment,sophisticated
12159,1990.0,10.194672131147541,195.2,2018,1893,apartment,sophisticated
10119,1198.0,18.866141732283463,63.5,2019,1906,apartment,sophisticated
13587,1390.0,17.82051282051282,78.0,2019,2019,apartment,sophisticated
10243,1284.36,21.0,61.16,2018,2018,apartment,sophisticated
12459,719.0,8.768292682926829,82.0,2019,1900,apartment,normal
12205,1297.56,17.534594594594594,74.0,2018,2018,roof_storey,sophisticated
14052,1305.0,8.365384615384615,156.0,2018,1910,apartment,sophisticated
12203,459.0,12.078947368421053,38.0,2019,2000,apartment,normal
13409,600.0,17.142857142857142,35.0,2019,1960,apartment,luxury
13465,862.46,12.12001124227094,71.16,2019,1993,roof_storey,normal
12619,950.0,9.892741851504738,96.03,2019,1985,apartment,normal
10115,1099.0,18.579881656804734,59.15,2019,2018,ground_floor,sophisticated
13353,1387.12,13.210666666666665,105.0,2018,1900,apartment,sophisticated
12629,398.05,9.5,41.9,2019,1989,apartment,sophisticated
10409,367.0,11.268038071845256,32.57,2019,1911,apartment,normal
10439,1596.0,14.50909090909091,110.0,2019,1900,apartment,normal
12205,699.0,11.928327645051194,58.6,2018,1910,apartment,sophisticated
13469,330.0,9.984871406959154,33.05,2019,1967,apartment,normal
10179,1150.0,24.78448275862069,46.4,2019,2019,apartment,luxury
10711,1123.54,13.900037114932575,80.83,2018,2016,apartment,sophisticated
13158,672.98,11.0,61.18,2019,1994,ground_floor,normal
10245,1130.0,19.152542372881356,59.0,2019,2016,apartment,luxury
10437,550.0,14.102564102564102,39.0,2018,1903,apartment,sophisticated
13089,505.0,24.047619047619047,21.0,2019,2016,apartment,sophisticated
12051,1046.4,16.0,65.4,2019,2018,apartment,sophisticated
12277,640.0,8.588298443370908,74.52,2018,1997,apartment,normal
13353,1048.14,12.349946977730648,84.87,2019,1991,apartment,normal
10625,1450.0,21.52293305625649,67.37,2019,2018,roof_storey,luxury
14057,2000.0,14.814814814814815,135.0,2019,1911,apartment,normal
10245,1176.0,12.0,98.0,2018,1905,ground_floor,simple
12057,679.0,9.56338028169014,71.0,2019,1974,apartment,normal
12109,880.0,13.517665130568357,65.1,2019,2016,apartment,sophisticated
14129,1596.0,14.0,114.0,2018,2015,maisonette,sophisticated
13581,567.34,9.5,59.72,2019,1962,apartment,normal
12351,659.12,8.0,82.39,2018,1964,apartment,normal
14195,2400.0,13.333333333333334,180.0,2019,2007,penthouse,sophisticated
10115,1460.0,20.56338028169014,71.0,2019,1997,roof_storey,sophisticated
13055,900.0,10.989010989010989,81.9,2019,1995,apartment,normal
10629,2500.0,25.0,100.0,2019,1905,apartment,luxury
10176,1600.0,17.02127659574468,94.0,2019,1864,other,sophisticated
12107,1246.72,8.237874983480904,151.34,2019,1930,terraced_flat,sophisticated
12459,1200.0,13.029315960912053,92.1,2018,2016,apartment,sophisticated
14055,550.0,11.458333333333334,48.0,2019,1969,apartment,normal
12203,939.0,11.296920115495668,83.12,2019,1910,apartment,normal
12277,700.0,9.722222222222221,72.0,2019,1970,apartment,sophisticated
10629,1855.0,14.769108280254779,125.6,2018,2015,maisonette,sophisticated
10247,1450.0,14.646464646464647,99.0,2018,2013,apartment,sophisticated
14195,1066.94,16.852629916284947,63.31,2019,2019,apartment,luxury
10715,2599.0,19.251851851851853,135.0,2019,1900,apartment,luxury
13088,2100.0,14.383561643835616,146.0,2019,1997,ground_floor,luxury
